epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,12051,1.23631,0.61998,0.91876,0.89994,0.78156,0.81993,0.55753,1.18246,0.67943,0.89437,0.00218325,0.00218325,0.00218325
35,12410.9,1.23906,0.61841,0.91703,0.87571,0.77681,0.80689,0.53662,1.18874,0.69771,0.90633,0.0021585,0.0021585,0.0021585
36,12772.7,1.22277,0.61079,0.91014,0.8921,0.78279,0.82952,0.54614,1.20569,0.69237,0.90242,0.00213375,0.00213375,0.00213375
37,13125.3,1.24209,0.61974,0.91674,0.90256,0.78709,0.83048,0.55166,1.18751,0.68307,0.89299,0.002109,0.002109,0.002109
38,13481.7,1.22749,0.61597,0.9154,0.88992,0.78461,0.79773,0.49396,1.28218,0.70877,0.92245,0.00208425,0.00208425,0.00208425
39,13840.3,1.21977,0.60445,0.90809,0.86929,0.7911,0.80371,0.54752,1.18444,0.66368,0.89054,0.0020595,0.0020595,0.0020595
40,14203,1.22821,0.6095,0.91069,0.87035,0.78658,0.79273,0.52481,1.19484,0.71503,0.90039,0.00203475,0.00203475,0.00203475
41,14568.8,1.22491,0.60555,0.91007,0.85986,0.76692,0.79444,0.51162,1.24377,0.6943,0.91847,0.00201,0.00201,0.00201
42,14934.9,1.22014,0.60067,0.90781,0.85404,0.83589,0.82977,0.56229,1.15736,0.64774,0.88839,0.00198525,0.00198525,0.00198525
43,15303.2,1.2016,0.59328,0.90666,0.81685,0.80997,0.82964,0.55721,1.15889,0.64798,0.89423,0.0019605,0.0019605,0.0019605
44,15659.2,1.20035,0.59328,0.90857,0.88692,0.7792,0.80354,0.54359,1.19022,0.69037,0.90421,0.00193575,0.00193575,0.00193575
45,16023.3,1.20081,0.58703,0.90513,0.87624,0.80423,0.82846,0.56654,1.16562,0.65743,0.89202,0.001911,0.001911,0.001911
46,16385.8,1.20501,0.59359,0.90585,0.86362,0.75909,0.79357,0.53647,1.16001,0.6456,0.89123,0.00188625,0.00188625,0.00188625
47,16744,1.20583,0.58802,0.90687,0.88983,0.80625,0.82475,0.56148,1.14977,0.62319,0.87934,0.0018615,0.0018615,0.0018615
48,17106.8,1.19082,0.57924,0.90024,0.87902,0.79613,0.82578,0.56873,1.13467,0.63831,0.88344,0.00183675,0.00183675,0.00183675
49,17475.8,1.18192,0.57298,0.90248,0.87348,0.7942,0.82404,0.56238,1.13497,0.64743,0.88404,0.001812,0.001812,0.001812
50,17848.4,1.18501,0.5763,0.90152,0.89337,0.79203,0.83077,0.55097,1.17322,0.64288,0.89537,0.00178725,0.00178725,0.00178725
51,18214.3,1.19547,0.58429,0.90269,0.87396,0.77411,0.79274,0.50655,1.2186,0.67829,0.91721,0.0017625,0.0017625,0.0017625
52,18573.7,1.17509,0.5768,0.90184,0.86601,0.79214,0.81358,0.55299,1.18892,0.67474,0.89042,0.00173775,0.00173775,0.00173775
53,18936.5,1.18946,0.58463,0.90599,0.89576,0.8087,0.82798,0.56665,1.14996,0.6194,0.88505,0.001713,0.001713,0.001713
54,19297.4,1.17673,0.57344,0.90047,0.86974,0.82395,0.83303,0.56636,1.14602,0.64297,0.89092,0.00168825,0.00168825,0.00168825
55,19660.9,1.17601,0.57131,0.90101,0.87287,0.79136,0.80673,0.54452,1.14164,0.63095,0.87934,0.0016635,0.0016635,0.0016635
56,20027.8,1.17188,0.56893,0.89532,0.87023,0.81038,0.82507,0.57293,1.15495,0.64144,0.88717,0.00163875,0.00163875,0.00163875
57,20388.9,1.16712,0.56454,0.89893,0.89144,0.80803,0.81473,0.55436,1.16299,0.63677,0.88482,0.001614,0.001614,0.001614
58,20747.8,1.17874,0.56909,0.89857,0.91577,0.7952,0.8398,0.58158,1.15758,0.61985,0.88966,0.00158925,0.00158925,0.00158925
59,21107,1.16562,0.57053,0.89545,0.90185,0.8155,0.82708,0.55666,1.17066,0.64303,0.89069,0.0015645,0.0015645,0.0015645
60,21458.1,1.17204,0.56506,0.90027,0.88948,0.79222,0.82013,0.57391,1.1602,0.6205,0.87753,0.00153975,0.00153975,0.00153975
61,21811,1.16361,0.56049,0.89748,0.8667,0.82371,0.8351,0.58639,1.12896,0.60761,0.87044,0.001515,0.001515,0.001515
62,22164.4,1.15025,0.55799,0.89244,0.88313,0.81884,0.83672,0.57244,1.14332,0.6242,0.87869,0.00149025,0.00149025,0.00149025
63,22517.3,1.16451,0.56364,0.90125,0.86896,0.82403,0.8282,0.56608,1.16573,0.64593,0.88879,0.0014655,0.0014655,0.0014655
64,22873.5,1.1487,0.55284,0.8969,0.86597,0.82671,0.83592,0.58801,1.15563,0.60321,0.87723,0.00144075,0.00144075,0.00144075
65,23233.2,1.14665,0.55233,0.89061,0.90102,0.80529,0.83709,0.5783,1.13786,0.61828,0.87711,0.001416,0.001416,0.001416
66,23596.8,1.12975,0.54715,0.88944,0.78088,0.7913,0.7977,0.54916,1.20295,0.64529,0.91148,0.00139125,0.00139125,0.00139125
67,23958.5,1.14272,0.5541,0.89023,0.88205,0.83842,0.83928,0.56869,1.15517,0.62855,0.88837,0.0013665,0.0013665,0.0013665
68,24318.5,1.14245,0.55736,0.8942,0.89041,0.83134,0.8396,0.5599,1.17021,0.64948,0.88785,0.00134175,0.00134175,0.00134175
69,24687.1,1.14787,0.55145,0.89281,0.8942,0.83256,0.83642,0.56172,1.17867,0.6467,0.89336,0.001317,0.001317,0.001317
70,25050.9,1.14417,0.55489,0.8957,0.85107,0.80937,0.81119,0.5501,1.1813,0.72383,0.8818,0.00129225,0.00129225,0.00129225
71,25415.9,1.12833,0.54733,0.88877,0.88361,0.82347,0.84323,0.58632,1.13241,0.60357,0.87413,0.0012675,0.0012675,0.0012675
72,25781,1.13943,0.5493,0.89196,0.87875,0.83636,0.83941,0.57554,1.16815,0.63702,0.88332,0.00124275,0.00124275,0.00124275
73,26145.9,1.12665,0.53993,0.8896,0.89403,0.79379,0.81639,0.5479,1.17469,0.6213,0.88371,0.001218,0.001218,0.001218
74,26502.1,1.12309,0.53762,0.88841,0.89393,0.79955,0.81694,0.56011,1.14625,0.61253,0.87916,0.00119325,0.00119325,0.00119325
75,26853.2,1.11193,0.53442,0.88594,0.87829,0.83313,0.84155,0.57034,1.16571,0.60672,0.87911,0.0011685,0.0011685,0.0011685
76,27209.9,1.12131,0.53757,0.88744,0.87251,0.81048,0.81825,0.57063,1.16106,0.65766,0.88484,0.00114375,0.00114375,0.00114375
77,27564,1.11739,0.53459,0.89095,0.87503,0.80628,0.82709,0.56948,1.16462,0.62046,0.88038,0.001119,0.001119,0.001119
78,27921.4,1.12878,0.54277,0.88806,0.88248,0.82556,0.83446,0.5801,1.15176,0.62217,0.88217,0.00109425,0.00109425,0.00109425
79,28277.1,1.11424,0.53659,0.88843,0.89485,0.83082,0.84405,0.58489,1.15224,0.62569,0.88939,0.0010695,0.0010695,0.0010695
80,28635,1.11507,0.53341,0.88651,0.80214,0.83309,0.83894,0.5775,1.15652,0.63863,0.88358,0.00104475,0.00104475,0.00104475
81,28994.1,1.10577,0.52697,0.88007,0.89704,0.8212,0.83042,0.57659,1.15753,0.61515,0.88277,0.00102,0.00102,0.00102
82,29356.5,1.1181,0.53169,0.8891,0.81277,0.82561,0.83661,0.57699,1.15384,0.61627,0.88226,0.00099525,0.00099525,0.00099525
83,29716.8,1.09642,0.52541,0.88299,0.86846,0.83378,0.83871,0.58001,1.15733,0.61209,0.88191,0.0009705,0.0009705,0.0009705
