epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,3861.05,1.27847,0.74682,0.91723,0.77124,0.80354,0.80824,0.53726,1.31414,0.82906,0.94995,0.000401022,0.000401022,0.000401022
14,4157.3,1.26771,0.73042,0.9149,0.88218,0.77847,0.80994,0.55861,1.33048,0.78416,0.9397,0.000390608,0.000390608,0.000390608
15,4456.09,1.26887,0.72545,0.91246,0.90527,0.77795,0.81212,0.54613,1.27652,0.75034,0.93235,0.000380193,0.000380193,0.000380193
16,4755.96,1.25005,0.71092,0.911,0.85535,0.80037,0.80677,0.54393,1.23671,0.76908,0.91098,0.000369778,0.000369778,0.000369778
17,5052.59,1.23229,0.70055,0.90611,0.86986,0.7966,0.81459,0.55466,1.32087,0.75162,0.9466,0.000359363,0.000359363,0.000359363
18,5354.61,1.2445,0.69864,0.90503,0.89955,0.77565,0.81585,0.54842,1.19648,0.72879,0.91389,0.000348948,0.000348948,0.000348948
19,5659.37,1.22615,0.68669,0.9038,0.88763,0.77847,0.81193,0.55918,1.32668,0.74264,0.92935,0.000338534,0.000338534,0.000338534
20,5957.1,1.22995,0.68312,0.90279,0.89384,0.78638,0.82021,0.56587,1.26635,0.74949,0.92896,0.000328119,0.000328119,0.000328119
21,6256.45,1.20042,0.66689,0.89962,0.88675,0.78951,0.81591,0.55894,1.31179,0.72775,0.93253,0.000317704,0.000317704,0.000317704
22,6555.19,1.2086,0.67011,0.89911,0.8835,0.79432,0.81319,0.56004,1.2961,0.75174,0.93448,0.000307289,0.000307289,0.000307289
23,6851.66,1.20579,0.66049,0.89778,0.88914,0.78198,0.81489,0.54143,1.39148,0.73552,0.94642,0.000296874,0.000296874,0.000296874
24,7147.6,1.19692,0.65346,0.8953,0.89121,0.78418,0.8204,0.5723,1.34634,0.72449,0.97163,0.00028646,0.00028646,0.00028646
25,7442.71,1.21286,0.65925,0.89992,0.86681,0.80125,0.82755,0.56461,1.26204,0.70222,0.91555,0.000276045,0.000276045,0.000276045
26,7735.36,1.19554,0.6506,0.89687,0.84331,0.82361,0.82215,0.56764,1.2774,0.69889,0.94427,0.00026563,0.00026563,0.00026563
27,8033.25,1.1963,0.64532,0.89292,0.87268,0.80103,0.82176,0.56949,1.22451,0.68545,0.93588,0.000255215,0.000255215,0.000255215
28,8325.07,1.18928,0.64148,0.89533,0.84342,0.82858,0.82228,0.56507,1.24286,0.69316,0.93227,0.0002448,0.0002448,0.0002448
29,8622.4,1.18694,0.64246,0.89416,0.84713,0.82074,0.82752,0.57281,1.19894,0.65211,0.93399,0.000234386,0.000234386,0.000234386
30,8920.11,1.17972,0.63189,0.89179,0.84984,0.82701,0.82386,0.57755,1.23649,0.67793,0.92707,0.000223971,0.000223971,0.000223971
31,9213.89,1.16234,0.62187,0.88976,0.85352,0.81898,0.82534,0.58347,1.2368,0.66488,0.93353,0.000213556,0.000213556,0.000213556
32,9511.96,1.17136,0.62669,0.88863,0.8892,0.785,0.81816,0.55013,1.29596,0.67458,0.93982,0.000203141,0.000203141,0.000203141
33,9808.14,1.16461,0.62174,0.88918,0.85642,0.81979,0.82548,0.57541,1.27748,0.65459,0.93406,0.000192726,0.000192726,0.000192726
34,10106,1.16576,0.61627,0.88842,0.86544,0.81313,0.82528,0.57207,1.25872,0.66967,0.92649,0.000182312,0.000182312,0.000182312
35,10403.2,1.1556,0.61311,0.88738,0.87906,0.82688,0.82624,0.57255,1.18151,0.63933,0.93167,0.000171897,0.000171897,0.000171897
36,10702.6,1.15311,0.61251,0.89077,0.89926,0.78447,0.82288,0.56736,1.24587,0.66924,0.93328,0.000161482,0.000161482,0.000161482
37,11005.1,1.15885,0.6081,0.88677,0.86873,0.82435,0.82526,0.58503,1.23477,0.64549,0.93362,0.000151067,0.000151067,0.000151067
38,11300.7,1.14499,0.60737,0.88704,0.85019,0.82775,0.8254,0.57814,1.22421,0.64577,0.93769,0.000140652,0.000140652,0.000140652
39,11602.1,1.15098,0.60303,0.88253,0.85888,0.82497,0.82476,0.57292,1.2151,0.63759,0.93552,0.000130238,0.000130238,0.000130238
40,11902.3,1.14134,0.59943,0.88354,0.86655,0.81175,0.82806,0.58237,1.18679,0.64306,0.94281,0.000119823,0.000119823,0.000119823
41,12173.4,1.12145,0.58094,0.88831,0.85057,0.82893,0.82854,0.59099,1.20051,0.65772,0.9295,0.000109408,0.000109408,0.000109408
42,12447.5,1.11137,0.57929,0.88397,0.87444,0.8252,0.82338,0.5658,1.20085,0.65657,0.92177,9.89932e-05,9.89932e-05,9.89932e-05
43,12719.1,1.10785,0.57276,0.88557,0.87235,0.81699,0.83174,0.58666,1.17226,0.63356,0.95415,8.85784e-05,8.85784e-05,8.85784e-05
